"PIN","timestamp","country","code","plays","sex","kinsey","partnerSex","age","relstat","children","numChild","childYoungest","childOldest","milkCereal","pos1","pos2","pos3","pos4","pos5","pos6","disgust1","disgust2","disgust3","disgust4","disgust5","disgust6","tdds1","tdds2","tdds3","tdds4","tdds5","tdds6","tdds7","tdds8","tdds9","tdds10","tdds11","tdds12","tdds13","tdds14","tdds15","tdds16","tdds17","tdds18","tdds19","tdds20","tdds21","selfArt","selfHealth","selfKind","selfSexy","selfResources","idealArt","idealHealth","idealKind","idealSexy","idealResources","choiceArt","choiceHealth","choiceKind","choiceSexy","choiceWealthy","choiceMoral","choicePath","choiceSex","tddMoral","tddPath","tddSex","tddTotal","mv"
806,"1/29/2023 14:15","pl","INSTAGRAM STUDY",1,"0",3,"1",21,"1","0",0,NA,NA,"b","artistic","artistic","sexy","wealthy","sexy","artistic","moral","pathogen","sex","moral","sex","moral",2,5,6,6,0,4,3,0,3,6,6,4,2,0,4,5,6,2,5,0,0,9,6,8,9,5,6,7,9,7,6,3,0,0,2,1,3,1,2,4.14285714285714,3.28571428571429,2.42857142857143,3.28571428571429,8.34349497568846
811,"12/29/2022 0:19","pl",NA,1,"0",1,"1",34,"0","0",0,NA,NA,"b","sexy","kind","kind","kind","wealthy","sexy","moral","sex","moral","moral","moral","sex",0,3,2,5,0,0,2,6,1,6,6,5,3,6,3,4,6,5,5,0,5,9,6,10,9,10,8,11,9,9,10,0,0,3,2,1,4,0,2,3.57142857142857,3,3.85714285714286,3.47619047619048,7.66034448450017
813,"2/6/2023 22:55","en",NA,1,"0",1,"1",21,"1","0",0,NA,NA,"b","artistic","kind","sexy","wealthy","sexy","sexy","moral","sex","pathogen","sex","pathogen","sex",2,2,5,4,1,1,3,1,2,6,6,5,6,0,1,1,1,2,4,3,4,5,6,8,6,8,4,5,8,6,6,1,0,1,3,1,1,2,3,3.71428571428571,2.85714285714286,2,2.85714285714286,8.8027877917136
814,"12/16/2022 23:45","pl",NA,1,"0",2,"1",27,"2","0",0,NA,NA,"a","sexy","kind","healthy","artistic","sexy","artistic","sex","sex","sex","sex","moral","sex",4,0,6,5,0,5,2,0,1,5,3,6,6,0,6,3,6,6,6,0,3,9,9,6,9,7,9,9,6,9,9,2,1,1,2,0,1,0,5,4.42857142857143,4.71428571428571,1.28571428571429,3.47619047619048,8.27517068982519
815,"2/6/2023 22:16","en","game",1,"0",0,"1",50,"1","0",0,NA,NA,"b","wealthy","sexy","sexy","healthy","wealthy","kind","moral","moral","moral","moral","moral","moral",2,2,4,6,0,5,6,1,2,6,1,5,6,5,5,6,6,6,6,3,4,8,7,9,7,6,7,7,7,7,7,0,1,1,2,2,6,0,0,5.42857142857143,4.42857142857143,2.57142857142857,4.14285714285714,8.98059473582174
816,"12/28/2022 3:06","pl","AB12",1,"0",5,"0",18,"0","0",0,NA,NA,"b","kind","kind","kind","healthy","sexy","artistic","pathogen","pathogen","pathogen","pathogen","moral","moral",4,6,6,5,0,1,2,3,4,6,6,4,2,0,2,5,3,2,5,1,5,7,6,8,5,4,7,4,8,5,4,1,1,3,1,0,2,4,0,4.14285714285714,3.42857142857143,2.71428571428571,3.42857142857143,8.28199066784238
823,"12/18/2022 3:15","pl",NA,1,"0",0,"1",26,"1","0",0,NA,NA,"b","artistic","artistic","artistic","kind","kind","artistic","sex","sex","sex","sex","moral","moral",0,2,2,0,0,2,0,0,6,3,5,2,0,0,2,3,6,3,1,0,3,6,10,7,10,8,7,9,7,10,8,4,0,2,0,0,2,0,4,1,2.85714285714286,1.85714285714286,1.9047619047619,8.14188152062092
825,"2/12/2023 14:29","pl",NA,1,"0",3,"0",19,"0","0",0,NA,NA,"b","kind","sexy","healthy","kind","wealthy","artistic","moral","sex","sex","moral","pathogen","sex",0,4,5,4,0,1,1,2,1,4,6,3,3,0,0,2,3,5,0,0,1,10,6,6,5,7,8,6,7,7,7,1,1,2,1,1,2,1,3,2,2.28571428571429,2.14285714285714,2.14285714285714,7.92312712735894
826,"3/14/2023 2:04","en","game",1,"0",0,"1",40,"1","1",2,6,8,"b","kind","kind","artistic","healthy","artistic","sexy","pathogen","moral","sex","pathogen","pathogen","pathogen",0,1,6,6,5,4,1,2,5,1,0,5,3,3,4,4,4,6,6,0,5,6,9,11,11,9,11,11,11,11,11,2,1,2,1,0,1,4,1,3,5,2.14285714285714,3.38095238095238,7.3787306661225
827,"12/20/2022 21:33","pl","AB12",1,"0",6,"0",48,"1","1",3,20,26,"a","sexy","sexy","artistic","kind","wealthy","sexy","sex","moral","moral","sex","moral","moral",3,4,6,6,0,5,4,0,0,0,3,4,3,3,6,4,6,6,4,2,3,8,8,6,4,2,9,11,7,10,6,1,0,1,3,1,4,0,2,3.42857142857143,4.28571428571429,2.57142857142857,3.42857142857143,7.21478437345598
831,"2/6/2023 20:43","en",NA,1,"0",0,"1",27,"0","1",3,3,5,"b","wealthy","sexy","kind","artistic","kind","healthy","sex","sex","moral","moral","sex","pathogen",6,6,6,6,6,5,5,4,6,5,3,6,6,6,5,6,1,1,6,0,6,6,6,11,11,6,6,11,6,6,6,1,1,2,1,1,2,1,3,5.71428571428571,5,3.71428571428571,4.80952380952381,7.64569521218383
832,"12/28/2022 12:54","pl","AB12",1,"0",0,"1",22,"1","0",0,NA,NA,"b","sexy","artistic","artistic","kind","healthy","kind","sex","moral","moral","moral","moral","sex",5,4,3,6,0,4,0,0,2,5,1,4,6,5,5,4,6,4,3,5,1,6,6,7,9,6,6,7,7,8,6,2,1,2,1,0,4,0,2,4.14285714285714,3.28571428571429,3,3.47619047619048,8.98450965754898
835,"12/28/2022 8:45","pl","AB12",1,"0",1,"1",23,"0","0",0,NA,NA,"b","artistic","wealthy","sexy","healthy","sexy","artistic","moral","moral","sex","moral","moral","sex",3,2,4,4,1,1,2,1,3,5,1,1,2,2,3,1,5,5,4,1,4,8,10,8,10,9,7,9,8,8,9,2,1,0,2,1,4,0,2,3,3,1.85714285714286,2.61904761904762,7.86155670798138
836,"12/16/2022 20:16","pl",NA,1,"0",0,"1",21,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","sexy","sexy","kind","moral","pathogen","moral","moral","moral","pathogen",5,6,6,6,6,4,0,6,5,6,6,5,3,6,6,4,6,6,3,6,1,7,5,6,7,1,7,5,3,6,2,1,0,1,3,1,4,2,0,3.85714285714286,4.71428571428571,6,4.85714285714286,7.16509764376903
837,"2/7/2023 1:04","en","game",1,"0",0,"1",43,"1","1",2,9,11,"b","healthy","wealthy","kind","artistic","artistic","artistic","pathogen","sex","moral","pathogen","pathogen","pathogen",5,0,5,5,0,2,5,0,5,5,5,5,5,5,5,2,5,0,5,5,5,9,9,10,9,8,6,10,10,10,8,3,1,1,0,1,1,4,1,4.57142857142857,3.85714285714286,2.85714285714286,3.76190476190476,7.9847061467725
842,"3/7/2023 19:00","en","game",1,"0",6,"0",34,"1","1",2,7,17,"a","wealthy","healthy","kind","artistic","wealthy","healthy","moral","sex","sex","sex","sex","moral",1,4,3,2,1,3,0,4,3,2,3,3,1,2,4,3,1,2,1,3,2,8,6,9,4,11,1,9,10,8,6,1,2,1,0,2,2,0,4,1.42857142857143,2.85714285714286,2.57142857142857,2.28571428571429,7.34566837022755
844,"3/7/2023 19:07","en","game",1,"0",3,"1",34,"1","1",2,1,10,"a","healthy","healthy","artistic","wealthy","wealthy","healthy","pathogen","sex","sex","sex","moral","sex",1,2,2,5,1,2,5,6,1,0,1,3,4,3,2,4,4,4,2,3,4,9,9,6,8,9,9,9,9,8,9,1,3,0,0,2,1,1,4,3,2.57142857142857,2.85714285714286,2.80952380952381,8.12257578479734
846,"1/8/2023 20:43","pl","KG0902",1,"0",5,"0",21,"0","0",0,NA,NA,"b","kind","kind","healthy","kind","wealthy","artistic","moral","pathogen","pathogen","moral","sex","pathogen",1,3,4,5,0,2,1,1,2,5,1,6,5,1,2,1,3,3,5,1,2,6,8,7,6,7,7,11,9,8,9,1,1,3,0,1,2,3,1,3.28571428571429,3,1.42857142857143,2.57142857142857,9.21988518397782
849,"12/30/2022 3:43","pl","AB12",1,"0",0,"1",28,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","artistic","kind","artistic","moral","moral","moral","pathogen","moral","sex",3,3,4,4,0,4,0,0,2,4,1,1,3,0,3,2,3,2,2,0,1,6,7,4,8,6,6,7,6,7,7,3,0,1,1,1,4,1,1,2.57142857142857,2.42857142857143,1,2,8.3521233768358
850,"3/7/2023 19:03","en","game",1,"0",6,"0",41,"1","1",2,7,12,"a","kind","healthy","kind","kind","wealthy","wealthy","pathogen","sex","moral","sex","sex","moral",6,5,6,4,5,4,6,6,4,5,6,5,6,4,6,5,4,5,6,4,5,6,11,10,10,11,10,11,9,11,10,0,1,3,0,2,2,1,3,5.42857142857143,5,4.85714285714286,5.09523809523809,6.9511688175618
852,"2/6/2023 22:45","en","game",1,"0",0,"1",55,"0","1",1,35,NA,"b","wealthy","wealthy","artistic","kind","artistic","kind","moral","pathogen","pathogen","sex","moral","moral",6,6,6,6,6,4,6,6,4,6,6,6,6,6,5,6,6,6,6,6,6,6,5,10,6,4,6,6,9,6,6,2,0,2,0,2,3,2,1,6,5.28571428571429,6,5.76190476190476,7.984082085469
855,"1/5/2023 21:02","pl","KG0902",1,"0",1,"1",21,"0","0",0,NA,NA,"b","sexy","sexy","sexy","healthy","sexy","kind","moral","sex","moral","moral","moral","moral",1,2,6,2,0,2,1,1,2,6,1,2,1,1,4,1,2,5,2,4,4,3,6,5,8,6,8,10,8,8,8,0,1,1,4,0,5,0,1,2,3.57142857142857,1.57142857142857,2.38095238095238,7.96308067363721
858,"12/17/2022 11:31","pl",NA,1,"0",2,"1",27,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","kind","healthy","artistic","moral","sex","moral","pathogen","sex","sex",4,2,1,6,0,2,0,0,4,6,3,5,4,1,5,3,6,5,1,0,4,7,7,7,8,6,6,7,7,8,7,2,1,1,1,1,2,1,3,3.42857142857143,3.71428571428571,1.71428571428571,2.95238095238095,9.44506739565988
859,"1/7/2023 14:21","pl","KG0902",1,"0",3,"1",22,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","artistic","sexy","artistic","moral","moral","moral","pathogen","moral","moral",0,6,6,3,0,2,2,1,1,4,5,2,2,1,4,3,6,5,2,5,5,4,5,2,1,6,6,6,6,6,6,3,0,0,2,1,5,1,0,2.28571428571429,3.57142857142857,3.42857142857143,3.0952380952381,5.95365106383799
860,"12/28/2022 14:30","pl",NA,1,"0",0,"1",24,"0","0",0,NA,NA,"a","artistic","wealthy","artistic","artistic","sexy","artistic","pathogen","pathogen","moral","moral","pathogen","moral",5,5,3,6,0,1,4,1,2,5,3,4,6,6,4,3,5,5,6,5,1,8,7,9,3,6,7,7,8,6,7,4,0,0,1,1,3,3,0,5,2.85714285714286,3.57142857142857,3.80952380952381,7.81539009753053
862,"12/16/2022 19:04","pl","KG0902",1,"0",0,"1",21,"1","0",0,NA,NA,"b","sexy","kind","artistic","artistic","artistic","artistic","sex","moral","moral","moral","moral","moral",3,3,6,5,1,4,1,0,5,5,0,6,3,1,5,3,0,6,1,6,5,6,6,6,5,6,9,11,10,10,11,4,0,1,1,0,5,0,1,3,5.28571428571429,1.57142857142857,3.28571428571429,8.59643143997265
867,"1/9/2023 18:55","pl",NA,1,"0",0,"1",22,"0","0",0,NA,NA,"b","artistic","wealthy","sexy","kind","wealthy","kind","moral","moral","sex","moral","sex","moral",4,1,5,5,1,3,1,1,4,5,1,6,5,1,4,4,6,5,5,6,5,7,9,10,8,6,4,10,7,8,7,1,0,2,1,2,4,0,2,4.14285714285714,4.57142857142857,2.42857142857143,3.71428571428571,8.53004068626409
870,"12/16/2022 23:20","pl","KG0902",1,"0",0,"1",21,"0","0",0,NA,NA,"a","kind","wealthy","sexy","kind","sexy","artistic","moral","sex","pathogen","moral","moral","pathogen",4,4,4,5,4,1,1,2,2,6,3,3,3,4,3,4,3,2,5,1,4,3,10,9,7,6,5,9,9,7,7,1,0,2,2,1,3,2,1,4,2.71428571428571,3,3.23809523809524,7.85548711351335
871,"3/21/2023 13:26","en","game",1,"0",1,"1",30,"1","1",1,4,NA,"b","wealthy","artistic","kind","kind","artistic","wealthy","moral","sex","moral","pathogen","moral","sex",5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,6,5,7,6,8,4,6,8,5,6,2,0,2,0,2,3,1,2,4.42857142857143,4.57142857142857,4.57142857142857,4.52380952380952,8.69119075419655
877,"2/8/2023 16:36","pl",NA,1,"0",1,"1",30,"1","1",1,3,NA,"a","artistic","sexy","kind","kind","healthy","artistic","moral","moral","sex","pathogen","sex","moral",3,2,5,6,0,3,3,2,4,5,3,4,6,4,4,5,5,5,6,4,5,8,6,8,5,9,6,7,9,7,9,2,1,2,1,0,3,1,2,4.85714285714286,4.28571428571429,2.85714285714286,4,8.29669685611402
878,"1/12/2023 0:19","pl","AB12",1,"0",0,"1",45,"0","0",0,NA,NA,"b","artistic","sexy","sexy","kind","healthy","sexy","moral","pathogen","sex","sex","moral","sex",3,2,3,1,5,4,4,5,3,4,2,0,1,2,2,1,5,4,3,0,1,7,8,9,8,6,7,6,7,8,6,1,1,1,3,0,2,1,3,2.42857142857143,2.42857142857143,3,2.61904761904762,9.0880570616409
881,"3/29/2023 15:59","en","game",1,"0",5,"0",25,"1","0",0,NA,NA,"b","wealthy","kind","kind","sexy","kind","sexy","sex","sex","sex","sex","moral","pathogen",3,2,4,3,4,5,4,3,4,3,4,4,3,4,4,3,4,3,5,4,4,4,4,3,7,5,6,4,8,4,3,0,0,3,2,1,1,1,4,3.42857142857143,4,3.57142857142857,3.66666666666667,7.18491178045353
882,"1/25/2023 20:28","pl",NA,1,"0",4,"0",19,"1","0",0,NA,NA,"b","artistic","wealthy","healthy","artistic","healthy","artistic","pathogen","pathogen","moral","moral","sex","moral",3,2,5,5,0,4,2,0,1,5,3,6,5,1,3,2,5,3,4,0,2,5,7,8,4,6,6,7,8,7,6,3,2,0,0,1,3,2,1,3.71428571428571,3.42857142857143,1.57142857142857,2.9047619047619,8.32124369485999
883,"1/9/2023 20:44","pl",NA,1,"0",2,"1",23,"1","0",0,NA,NA,"a","kind","kind","sexy","kind","sexy","wealthy","moral","sex","pathogen","moral","moral","sex",3,3,6,6,1,5,2,0,4,6,0,4,4,5,5,6,6,2,6,3,6,8,8,7,6,6,5,9,8,7,9,0,0,3,2,1,3,1,2,4.71428571428571,4.57142857142857,2.57142857142857,3.95238095238095,8.94263861975129
884,"3/29/2023 16:07","en",NA,1,"0",0,"1",35,"1","1",1,5,NA,"b","healthy","wealthy","healthy","kind","healthy","artistic","pathogen","pathogen","pathogen","moral","pathogen","pathogen",3,2,4,4,3,5,2,1,2,6,4,1,2,4,3,2,3,3,5,4,3,10,11,9,10,11,8,10,6,8,10,1,3,1,0,1,1,5,0,3.42857142857143,3,3,3.14285714285714,6.69303123108997
885,"1/8/2023 19:53","pl","KG0902",1,"0",1,"1",23,"1","0",0,NA,NA,"a","healthy","wealthy","sexy","sexy","sexy","sexy","moral","pathogen","moral","moral","sex","sex",4,2,5,6,0,4,4,1,4,5,6,5,5,2,4,4,5,5,6,1,5,7,8,9,8,8,7,8,10,9,9,0,1,0,4,1,3,1,2,4.85714285714286,4.57142857142857,2.42857142857143,3.95238095238095,8.97628513536196
894,"1/9/2023 18:23","pl",NA,1,"0",6,"0",25,"1","0",0,NA,NA,"b","artistic","wealthy","artistic","wealthy","sexy","artistic","moral","sex","moral","sex","moral","moral",1,2,1,3,0,0,4,0,5,5,1,4,6,0,5,3,5,2,5,4,6,6,8,9,8,5,6,9,9,7,8,3,0,0,1,2,4,0,2,3.85714285714286,3.28571428571429,1.71428571428571,2.95238095238095,8.85341428983806
897,"2/6/2023 20:44","en","game",1,"0",1,"1",25,"1","0",1,NA,NA,"a","artistic","wealthy","wealthy","sexy","wealthy","sexy","moral","moral","moral","moral","sex","sex",4,5,6,5,4,5,4,5,4,5,5,3,4,5,4,5,3,5,4,5,6,7,6,9,10,4,6,9,8,7,6,1,0,0,2,3,4,0,2,4.42857142857143,4.71428571428571,4.57142857142857,4.57142857142857,8.08181370431301
900,"12/17/2022 23:12","pl",NA,1,"0",1,"1",26,"1","0",0,NA,NA,"b","sexy","sexy","sexy","kind","wealthy","sexy","moral","sex","moral","moral","sex","sex",2,4,4,6,0,1,5,3,5,6,5,3,4,1,2,5,6,3,5,0,5,8,7,9,6,6,7,7,9,8,6,0,0,1,4,1,3,0,3,4.71428571428571,3.28571428571429,2.71428571428571,3.57142857142857,8.82845383105587
901,"2/6/2023 20:30","en","game",1,"0",0,"1",39,"0","1",1,15,NA,"b","wealthy","artistic","wealthy","artistic","wealthy","sexy","pathogen","pathogen","sex","moral","moral","moral",4,4,6,4,4,5,3,4,4,4,6,3,3,4,5,3,4,5,3,2,5,6,5,8,6,10,6,7,10,6,10,2,0,0,1,3,3,2,1,3.42857142857143,4.71428571428571,4,4.04761904761905,8.12279912918041
902,"12/22/2022 17:58","en",NA,1,"0",2,"1",27,"1","0",0,NA,NA,"b","artistic","sexy","artistic","kind","sexy","artistic","moral","moral","sex","pathogen","moral","sex",2,0,2,6,1,0,1,0,6,6,4,6,6,1,6,5,0,4,5,6,5,6,7,9,7,7,8,8,10,6,6,3,0,1,2,0,3,1,2,4.42857142857143,4.14285714285714,1.71428571428571,3.42857142857143,9.27215858157824
903,"1/12/2023 23:22","pl",NA,1,"0",5,"0",20,"1","0",0,NA,NA,"b","sexy","wealthy","healthy","artistic","sexy","artistic","sex","pathogen","moral","moral","moral","moral",4,5,1,4,0,0,2,0,0,4,0,2,5,0,0,0,6,1,6,2,0,6,9,7,7,10,9,7,6,7,6,2,1,0,2,1,4,1,1,3.57142857142857,0.571428571428571,1.85714285714286,2,8.28700108298361
906,"12/17/2022 2:16","pl",NA,1,"0",2,"1",23,"1","0",0,NA,NA,"a","sexy","wealthy","sexy","healthy","healthy","wealthy","moral","pathogen","sex","sex","pathogen","sex",5,6,6,6,0,4,4,0,3,6,6,6,6,5,5,6,6,6,6,0,5,5,8,8,6,7,5,8,8,6,8,0,2,0,2,2,1,2,3,5.57142857142857,5,3.28571428571429,4.61904761904762,9.0028423590133
907,"2/24/2023 2:18","en","game",1,"0",0,"1",25,"1","0",0,NA,NA,"b","artistic","sexy","sexy","healthy","wealthy","sexy","moral","moral","sex","moral","moral","sex",0,1,4,4,0,3,0,2,3,3,2,3,1,3,3,1,3,5,0,2,4,5,7,7,7,6,6,7,7,7,8,1,1,0,3,1,4,0,2,1.28571428571429,3.57142857142857,1.85714285714286,2.23809523809524,9.21027000449523
911,"3/14/2023 2:37","en","game",1,"0",0,"1",51,"1","1",2,20,23,"a","sexy","wealthy","sexy","sexy","sexy","sexy","moral","sex","moral","pathogen","sex","sex",4,2,4,6,4,5,6,0,4,5,4,3,6,1,2,2,4,1,4,2,4,10,11,11,10,10,10,9,11,11,10,0,0,0,5,1,2,1,3,4.71428571428571,3.28571428571429,2.42857142857143,3.47619047619048,6.62110005025125
914,"2/6/2023 23:27","en",NA,1,"0",5,"0",25,"1","1",1,4,NA,"b","kind","kind","artistic","sexy","artistic","kind","sex","moral","sex","moral","moral","moral",4,3,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,7,8,4,8,6,7,9,3,2,6,2,0,3,1,0,4,0,2,3.57142857142857,3.71428571428571,3.42857142857143,3.57142857142857,8.30917369561917
915,"12/17/2022 21:39","pl",NA,1,"0",0,"1",28,"1","0",0,NA,NA,"a","sexy","sexy","sexy","sexy","sexy","sexy","sex","moral","sex","sex","sex","moral",1,1,3,5,1,2,1,2,3,6,5,1,6,1,4,4,3,4,5,3,4,10,7,8,9,3,5,7,7,7,10,0,0,0,6,0,2,0,4,4,3,2.28571428571429,3.0952380952381,7.57697442837955
916,"2/24/2023 1:45","en",NA,1,"0",4,"0",19,"1","0",0,NA,NA,"b","artistic","wealthy","healthy","wealthy","artistic","artistic","sex","moral","sex","moral","pathogen","pathogen",2,0,6,6,0,4,1,0,0,6,1,6,6,1,6,1,0,2,5,0,6,1,11,11,11,10,4,11,11,11,11,3,1,0,0,2,2,2,2,3.85714285714286,4.28571428571429,0.285714285714286,2.80952380952381,5.97453279058692
919,"2/6/2023 23:43","en",NA,1,"0",2,"1",38,"0","1",1,8,NA,"b","artistic","artistic","kind","kind","healthy","healthy","moral","sex","pathogen","moral","sex","sex",5,5,6,6,0,6,5,3,5,6,6,6,6,6,6,5,6,6,6,3,6,7,6,9,6,5,6,7,7,6,6,2,2,2,0,0,2,1,3,5.57142857142857,5.85714285714286,4.14285714285714,5.19047619047619,8.68815088561083
920,"3/29/2023 16:11","en","game",1,"0",0,"1",35,"1","1",1,10,NA,"a","kind","artistic","artistic","healthy","sexy","wealthy","pathogen","pathogen","moral","sex","moral","pathogen",3,4,4,5,3,4,5,5,4,3,3,3,3,4,5,4,3,5,4,5,5,7,8,7,10,10,8,7,7,8,7,2,1,1,1,1,2,3,1,3.85714285714286,4.28571428571429,3.85714285714286,4,8.04844187220126
921,"3/29/2023 20:46","en",NA,1,"0",0,"1",25,"1","1",1,4,NA,"b","healthy","sexy","artistic","wealthy","artistic","wealthy","moral","moral","sex","moral","sex","pathogen",2,3,1,2,3,3,2,2,3,3,4,2,3,3,2,3,3,2,2,3,2,10,11,10,9,10,8,8,9,10,11,2,1,0,1,2,3,1,2,2.42857142857143,2.14285714285714,3,2.52380952380952,6.94128312237009
922,"1/7/2023 13:59","pl","KG0902",1,"0",1,"1",26,"1","0",0,NA,NA,"b","healthy","healthy","healthy","wealthy","artistic","artistic","sex","sex","sex","moral","sex","moral",2,6,4,2,4,5,2,0,0,6,0,5,1,1,4,4,5,1,0,6,6,6,8,5,5,7,6,8,8,7,8,2,3,0,0,1,2,0,4,2.42857142857143,3.57142857142857,3.14285714285714,3.04761904761905,8.40224722594017
926,"1/29/2023 23:40","pl","KG0902",1,"0",0,"1",24,"1","0",0,NA,NA,"a","healthy","artistic","artistic","sexy","artistic","artistic","pathogen","pathogen","moral","moral","pathogen","sex",6,5,6,6,3,5,3,3,4,6,4,5,4,3,5,4,5,6,3,2,4,11,5,8,8,9,7,8,7,9,6,4,1,0,1,0,2,3,1,4.57142857142857,5,3.57142857142857,4.38095238095238,7.51141295122253
928,"2/6/2023 23:30","en","game",1,"0",1,"1",51,"1","0",0,NA,NA,"b","artistic","wealthy","artistic","kind","healthy","kind","pathogen","sex","pathogen","pathogen","moral","moral",4,3,6,6,1,1,5,1,4,5,1,4,6,2,5,4,5,6,6,2,1,7,6,6,7,8,7,7,8,8,6,2,1,2,0,1,2,3,1,5.14285714285714,3.85714285714286,2.14285714285714,3.71428571428571,8.93769342055366
930,"2/23/2023 23:49","en",NA,1,"0",3,"0",25,"1","0",0,NA,NA,"b","artistic","artistic","wealthy","artistic","kind","wealthy","sex","sex","pathogen","pathogen","moral","pathogen",4,4,3,4,3,2,3,4,4,4,4,4,3,4,5,4,3,3,4,4,4,3,4,9,8,8,8,8,9,7,7,3,0,1,0,2,1,3,2,3.71428571428571,3.57142857142857,3.71428571428571,3.66666666666667,7.70339223670638
931,"2/6/2023 22:54","en",NA,1,"0",3,"1",21,"0","0",0,NA,NA,"b","artistic","kind","wealthy","healthy","artistic","artistic","pathogen","moral","sex","moral","sex","sex",5,4,6,6,0,4,2,0,1,5,3,6,1,0,4,5,6,5,4,1,4,8,6,5,6,5,7,6,7,6,6,3,1,1,0,1,2,1,3,4,4.28571428571429,2,3.42857142857143,8.28199066784238
934,"1/5/2023 15:45","pl","Kg902",1,"0",2,"1",23,"1","0",0,NA,NA,"b","healthy","wealthy","sexy","healthy","healthy","artistic","moral","pathogen","sex","sex","moral","moral",3,2,6,6,0,0,3,0,0,6,0,5,6,3,2,3,6,5,3,4,2,6,8,6,8,6,6,9,9,8,8,1,3,0,1,1,3,1,2,4.28571428571429,2.85714285714286,2.14285714285714,3.0952380952381,9.08392844567995
937,"2/6/2023 22:42","en",NA,1,"0",0,"1",51,"0","1",1,30,NA,"b","healthy","wealthy","wealthy","healthy","sexy","artistic","moral","sex","moral","moral","moral","pathogen",6,5,6,6,0,0,5,1,2,6,3,6,6,4,5,5,5,6,6,5,5,6,6,11,6,6,6,6,11,6,6,1,2,0,1,2,4,1,1,5.71428571428571,4.28571428571429,3.28571428571429,4.42857142857143,8.20851522456907
938,"2/6/2023 22:54","en",NA,1,"0",1,"1",22,"0","0",0,NA,NA,"b","wealthy","wealthy","kind","artistic","kind","kind","moral","moral","moral","moral","sex","sex",4,6,6,5,4,5,6,5,6,6,6,4,3,3,5,5,5,4,5,5,5,6,7,9,2,6,11,8,11,6,8,1,0,3,0,2,4,0,2,4.85714285714286,5,4.85714285714286,4.90476190476191,7.49236292569919
939,"2/7/2023 9:29","pl",NA,1,"0",3,"0",28,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","wealthy","sexy","healthy","pathogen","sex","moral","moral","moral","moral",0,2,3,5,0,2,1,0,4,5,1,0,5,1,3,2,4,5,5,2,6,7,6,8,8,7,7,9,6,6,8,1,1,0,2,2,4,1,1,3.28571428571429,3.28571428571429,1.42857142857143,2.66666666666667,9.31001132816004
940,"12/28/2022 8:44","pl","AB12",1,"0",0,"1",22,"1","0",0,NA,NA,"b","sexy","wealthy","sexy","healthy","sexy","artistic","moral","sex","moral","moral","sex","moral",3,4,6,6,1,2,2,0,3,6,5,6,0,0,6,4,4,6,5,0,3,4,8,7,6,5,6,6,7,6,7,1,1,0,3,1,4,0,2,3.71428571428571,4.57142857142857,2,3.42857142857143,8.45902081064462
941,"2/24/2023 1:45","en",NA,1,"0",4,"0",19,"0","0",0,NA,NA,"b","artistic","wealthy","healthy","wealthy","artistic","artistic","sex","moral","sex","moral","pathogen","pathogen",2,0,6,6,0,4,1,0,0,6,1,6,6,1,6,1,0,2,5,0,6,1,11,11,11,10,4,11,11,11,11,3,1,0,0,2,2,2,2,3.85714285714286,4.28571428571429,0.285714285714286,2.80952380952381,5.97453279058692
942,"2/6/2023 23:10","en","game",1,"0",0,"1",36,"1","0",0,NA,NA,"b","healthy","artistic","kind","healthy","wealthy","artistic","moral","sex","pathogen","pathogen","moral","moral",4,3,2,4,1,0,2,0,1,4,0,1,4,0,1,3,1,1,3,0,3,6,6,8,6,4,6,6,8,6,7,2,2,1,0,1,3,2,1,3.42857142857143,1.28571428571429,0.714285714285714,1.80952380952381,8.51358898665248
943,"2/23/2023 23:55","en","game",1,"0",0,"1",32,"1","1",1,7,NA,"b","kind","healthy","kind","sexy","wealthy","kind","moral","sex","sex","sex","sex","moral",4,4,1,3,2,4,0,5,2,4,1,1,4,3,4,2,3,1,5,4,2,11,11,10,9,8,11,11,9,7,5,0,1,3,1,1,2,0,4,3.14285714285714,2.14285714285714,3.14285714285714,2.80952380952381,6.97540056078714
944,"2/7/2023 0:13","en",NA,1,"0",0,"1",40,"1","0",0,NA,NA,"b","wealthy","wealthy","healthy","healthy","healthy","healthy","moral","sex","pathogen","sex","moral","moral",5,5,5,6,4,4,5,5,5,5,5,5,5,2,3,5,5,4,4,6,5,3,8,6,5,7,6,8,8,6,8,0,4,0,0,2,3,1,2,5,4.42857142857143,4.57142857142857,4.66666666666667,7.96998815300904
945,"1/5/2023 15:12","pl","KG0902",1,"0",6,"0",23,"0","0",0,NA,NA,"a","wealthy","healthy","sexy","kind","sexy","sexy","moral","pathogen","moral","pathogen","moral","moral",3,5,5,5,1,3,3,5,4,6,4,4,3,2,5,3,3,5,3,1,4,3,11,10,6,6,6,11,9,9,6,0,1,1,3,1,4,2,0,3.71428571428571,4.28571428571429,3,3.66666666666667,7.34266876079467
