"PIN","timestamp","country","code","plays","sex","kinsey","partnerSex","age","relstat","children","numChild","childYoungest","childOldest","milkCereal","pos1","pos2","pos3","pos4","pos5","pos6","disgust1","disgust2","disgust3","disgust4","disgust5","disgust6","tdds1","tdds2","tdds3","tdds4","tdds5","tdds6","tdds7","tdds8","tdds9","tdds10","tdds11","tdds12","tdds13","tdds14","tdds15","tdds16","tdds17","tdds18","tdds19","tdds20","tdds21","selfArt","selfHealth","selfKind","selfSexy","selfResources","idealArt","idealHealth","idealKind","idealSexy","idealResources","choiceArt","choiceHealth","choiceKind","choiceSexy","choiceWealthy","choiceMoral","choicePath","choiceSex","tddMoral","tddPath","tddSex","tddTotal","mv"
823,"12/18/2022 3:15","pl",NA,1,"0",0,"1",26,"1","0",0,NA,NA,"b","artistic","artistic","artistic","kind","kind","artistic","sex","sex","sex","sex","moral","moral",0,2,2,0,0,2,0,0,6,3,5,2,0,0,2,3,6,3,1,0,3,6,10,7,10,8,7,9,7,10,8,4,0,2,0,0,2,0,4,1,2.85714285714286,1.85714285714286,1.9047619047619,8.23059329947121
825,"2/12/2023 14:29","pl",NA,1,"0",3,"0",19,"0","0",0,NA,NA,"b","kind","sexy","healthy","kind","wealthy","artistic","moral","sex","sex","moral","pathogen","sex",0,4,5,4,0,1,1,2,1,4,6,3,3,0,0,2,3,5,0,0,1,10,6,6,5,7,8,6,7,7,7,1,1,2,1,1,2,1,3,2,2.28571428571429,2.14285714285714,2.14285714285714,7.88819744661514
826,"3/14/2023 2:04","en","game",1,"0",0,"1",40,"1","1",2,6,8,"b","kind","kind","artistic","healthy","artistic","sexy","pathogen","moral","sex","pathogen","pathogen","pathogen",0,1,6,6,5,4,1,2,5,1,0,5,3,3,4,4,4,6,6,0,5,6,9,11,11,9,11,11,11,11,11,2,1,2,1,0,1,4,1,3,5,2.14285714285714,3.38095238095238,7.50241935533294
831,"2/6/2023 20:43","en",NA,1,"0",0,"1",27,"0","1",3,3,5,"b","wealthy","sexy","kind","artistic","kind","healthy","sex","sex","moral","moral","sex","pathogen",6,6,6,6,6,5,5,4,6,5,3,6,6,6,5,6,1,1,6,0,6,6,6,11,11,6,6,11,6,6,6,1,1,2,1,1,2,1,3,5.71428571428571,5,3.71428571428571,4.80952380952381,7.72089772478703
832,"12/28/2022 12:54","pl","AB12",1,"0",0,"1",22,"1","0",0,NA,NA,"b","sexy","artistic","artistic","kind","healthy","kind","sex","moral","moral","moral","moral","sex",5,4,3,6,0,4,0,0,2,5,1,4,6,5,5,4,6,4,3,5,1,6,6,7,9,6,6,7,7,8,6,2,1,2,1,0,4,0,2,4.14285714285714,3.28571428571429,3,3.47619047619048,8.95504186082193
835,"12/28/2022 8:45","pl","AB12",1,"0",1,"1",23,"0","0",0,NA,NA,"b","artistic","wealthy","sexy","healthy","sexy","artistic","moral","moral","sex","moral","moral","sex",3,2,4,4,1,1,2,1,3,5,1,1,2,2,3,1,5,5,4,1,4,8,10,8,10,9,7,9,8,8,9,2,1,0,2,1,4,0,2,3,3,1.85714285714286,2.61904761904762,7.99148870866475
836,"12/16/2022 20:16","pl",NA,1,"0",0,"1",21,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","sexy","sexy","kind","moral","pathogen","moral","moral","moral","pathogen",5,6,6,6,6,4,0,6,5,6,6,5,3,6,6,4,6,6,3,6,1,7,5,6,7,1,7,5,3,6,2,1,0,1,3,1,4,2,0,3.85714285714286,4.71428571428571,6,4.85714285714286,7.08785936035851
837,"2/7/2023 1:04","en","game",1,"0",0,"1",43,"1","1",2,9,11,"b","healthy","wealthy","kind","artistic","artistic","artistic","pathogen","sex","moral","pathogen","pathogen","pathogen",5,0,5,5,0,2,5,0,5,5,5,5,5,5,5,2,5,0,5,5,5,9,9,10,9,8,6,10,10,10,8,3,1,1,0,1,1,4,1,4.57142857142857,3.85714285714286,2.85714285714286,3.76190476190476,8.12980623559323
844,"3/7/2023 19:07","en","game",1,"0",3,"1",34,"1","1",2,1,10,"a","healthy","healthy","artistic","wealthy","wealthy","healthy","pathogen","sex","sex","sex","moral","sex",1,2,2,5,1,2,5,6,1,0,1,3,4,3,2,4,4,4,2,3,4,9,9,6,8,9,9,9,9,8,9,1,3,0,0,2,1,1,4,3,2.57142857142857,2.85714285714286,2.80952380952381,8.19322127503789
846,"1/8/2023 20:43","pl","KG0902",1,"0",5,"0",21,"0","0",0,NA,NA,"b","kind","kind","healthy","kind","wealthy","artistic","moral","pathogen","pathogen","moral","sex","pathogen",1,3,4,5,0,2,1,1,2,5,1,6,5,1,2,1,3,3,5,1,2,6,8,7,6,7,7,11,9,8,9,1,1,3,0,1,2,3,1,3.28571428571429,3,1.42857142857143,2.57142857142857,9.14679634905817
849,"12/30/2022 3:43","pl","AB12",1,"0",0,"1",28,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","artistic","kind","artistic","moral","moral","moral","pathogen","moral","sex",3,3,4,4,0,4,0,0,2,4,1,1,3,0,3,2,3,2,2,0,1,6,7,4,8,6,6,7,6,7,7,3,0,1,1,1,4,1,1,2.57142857142857,2.42857142857143,1,2,8.27178582273715
852,"2/6/2023 22:45","en","game",1,"0",0,"1",55,"0","1",1,35,NA,"b","wealthy","wealthy","artistic","kind","artistic","kind","moral","pathogen","pathogen","sex","moral","moral",6,6,6,6,6,4,6,6,4,6,6,6,6,6,5,6,6,6,6,6,6,6,5,10,6,4,6,6,9,6,6,2,0,2,0,2,3,2,1,6,5.28571428571429,6,5.76190476190476,7.93402787284774
855,"1/5/2023 21:02","pl","KG0902",1,"0",1,"1",21,"0","0",0,NA,NA,"b","sexy","sexy","sexy","healthy","sexy","kind","moral","sex","moral","moral","moral","moral",1,2,6,2,0,2,1,1,2,6,1,2,1,1,4,1,2,5,2,4,4,3,6,5,8,6,8,10,8,8,8,0,1,1,4,0,5,0,1,2,3.57142857142857,1.57142857142857,2.38095238095238,7.85789356541523
858,"12/17/2022 11:31","pl",NA,1,"0",2,"1",27,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","kind","healthy","artistic","moral","sex","moral","pathogen","sex","sex",4,2,1,6,0,2,0,0,4,6,3,5,4,1,5,3,6,5,1,0,4,7,7,7,8,6,6,7,7,8,7,2,1,1,1,1,2,1,3,3.42857142857143,3.71428571428571,1.71428571428571,2.95238095238095,9.43314781566055
859,"1/7/2023 14:21","pl","KG0902",1,"0",3,"1",22,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","artistic","sexy","artistic","moral","moral","moral","pathogen","moral","moral",0,6,6,3,0,2,2,1,1,4,5,2,2,1,4,3,6,5,2,5,5,4,5,2,1,6,6,6,6,6,6,3,0,0,2,1,5,1,0,2.28571428571429,3.57142857142857,3.42857142857143,3.0952380952381,5.81494488354091
860,"12/28/2022 14:30","pl",NA,1,"0",0,"1",24,"0","0",0,NA,NA,"a","artistic","wealthy","artistic","artistic","sexy","artistic","pathogen","pathogen","moral","moral","pathogen","moral",5,5,3,6,0,1,4,1,2,5,3,4,6,6,4,3,5,5,6,5,1,8,7,9,3,6,7,7,8,6,7,4,0,0,1,1,3,3,0,5,2.85714285714286,3.57142857142857,3.80952380952381,7.77476896650148
862,"12/16/2022 19:04","pl","KG0902",1,"0",0,"1",21,"1","0",0,NA,NA,"b","sexy","kind","artistic","artistic","artistic","artistic","sex","moral","moral","moral","moral","moral",3,3,6,5,1,4,1,0,5,5,0,6,3,1,5,3,0,6,1,6,5,6,6,6,5,6,9,11,10,10,11,4,0,1,1,0,5,0,1,3,5.28571428571429,1.57142857142857,3.28571428571429,8.45632491330008
867,"1/9/2023 18:55","pl",NA,1,"0",0,"1",22,"0","0",0,NA,NA,"b","artistic","wealthy","sexy","kind","wealthy","kind","moral","moral","sex","moral","sex","moral",4,1,5,5,1,3,1,1,4,5,1,6,5,1,4,4,6,5,5,6,5,7,9,10,8,6,4,10,7,8,7,1,0,2,1,2,4,0,2,4.14285714285714,4.57142857142857,2.42857142857143,3.71428571428571,8.63872304309785
870,"12/16/2022 23:20","pl","KG0902",1,"0",0,"1",21,"0","0",0,NA,NA,"a","kind","wealthy","sexy","kind","sexy","artistic","moral","sex","pathogen","moral","moral","pathogen",4,4,4,5,4,1,1,2,2,6,3,3,3,4,3,4,3,2,5,1,4,3,10,9,7,6,5,9,9,7,7,1,0,2,2,1,3,2,1,4,2.71428571428571,3,3.23809523809524,7.85501928867158
871,"3/21/2023 13:26","en","game",1,"0",1,"1",30,"1","1",1,4,NA,"b","wealthy","artistic","kind","kind","artistic","wealthy","moral","sex","moral","pathogen","moral","sex",5,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,6,5,7,6,8,4,6,8,5,6,2,0,2,0,2,3,1,2,4.42857142857143,4.57142857142857,4.57142857142857,4.52380952380952,8.59284358673164
877,"2/8/2023 16:36","pl",NA,1,"0",1,"1",30,"1","1",1,3,NA,"a","artistic","sexy","kind","kind","healthy","artistic","moral","moral","sex","pathogen","sex","moral",3,2,5,6,0,3,3,2,4,5,3,4,6,4,4,5,5,5,6,4,5,8,6,8,5,9,6,7,9,7,9,2,1,2,1,0,3,1,2,4.85714285714286,4.28571428571429,2.85714285714286,4,8.27893065429389
878,"1/12/2023 0:19","pl","AB12",1,"0",0,"1",45,"0","0",0,NA,NA,"b","artistic","sexy","sexy","kind","healthy","sexy","moral","pathogen","sex","sex","moral","sex",3,2,3,1,5,4,4,5,3,4,2,0,1,2,2,1,5,4,3,0,1,7,8,9,8,6,7,6,7,8,6,1,1,1,3,0,2,1,3,2.42857142857143,2.42857142857143,3,2.61904761904762,9.19304323610517
881,"3/29/2023 15:59","en","game",1,"0",5,"0",25,"1","0",0,NA,NA,"b","wealthy","kind","kind","sexy","kind","sexy","sex","sex","sex","sex","moral","pathogen",3,2,4,3,4,5,4,3,4,3,4,4,3,4,4,3,4,3,5,4,4,4,4,3,7,5,6,4,8,4,3,0,0,3,2,1,1,1,4,3.42857142857143,4,3.57142857142857,3.66666666666667,7.05613432786533
882,"1/25/2023 20:28","pl",NA,1,"0",4,"0",19,"1","0",0,NA,NA,"b","artistic","wealthy","healthy","artistic","healthy","artistic","pathogen","pathogen","moral","moral","sex","moral",3,2,5,5,0,4,2,0,1,5,3,6,5,1,3,2,5,3,4,0,2,5,7,8,4,6,6,7,8,7,6,3,2,0,0,1,3,2,1,3.71428571428571,3.42857142857143,1.57142857142857,2.9047619047619,8.22044414832741
883,"1/9/2023 20:44","pl",NA,1,"0",2,"1",23,"1","0",0,NA,NA,"a","kind","kind","sexy","kind","sexy","wealthy","moral","sex","pathogen","moral","moral","sex",3,3,6,6,1,5,2,0,4,6,0,4,4,5,5,6,6,2,6,3,6,8,8,7,6,6,5,9,8,7,9,0,0,3,2,1,3,1,2,4.71428571428571,4.57142857142857,2.57142857142857,3.95238095238095,8.92508390018605
884,"3/29/2023 16:07","en",NA,1,"0",0,"1",35,"1","1",1,5,NA,"b","healthy","wealthy","healthy","kind","healthy","artistic","pathogen","pathogen","pathogen","moral","pathogen","pathogen",3,2,4,4,3,5,2,1,2,6,4,1,2,4,3,2,3,3,5,4,3,10,11,9,10,11,8,10,6,8,10,1,3,1,0,1,1,5,0,3.42857142857143,3,3,3.14285714285714,6.82426348045931
885,"1/8/2023 19:53","pl","KG0902",1,"0",1,"1",23,"1","0",0,NA,NA,"a","healthy","wealthy","sexy","sexy","sexy","sexy","moral","pathogen","moral","moral","sex","sex",4,2,5,6,0,4,4,1,4,5,6,5,5,2,4,4,5,5,6,1,5,7,8,9,8,8,7,8,10,9,9,0,1,0,4,1,3,1,2,4.85714285714286,4.57142857142857,2.42857142857143,3.95238095238095,9.106105980905
894,"1/9/2023 18:23","pl",NA,1,"0",6,"0",25,"1","0",0,NA,NA,"b","artistic","wealthy","artistic","wealthy","sexy","artistic","moral","sex","moral","sex","moral","moral",1,2,1,3,0,0,4,0,5,5,1,4,6,0,5,3,5,2,5,4,6,6,8,9,8,5,6,9,9,7,8,3,0,0,1,2,4,0,2,3.85714285714286,3.28571428571429,1.71428571428571,2.95238095238095,8.89250974314327
897,"2/6/2023 20:44","en","game",1,"0",1,"1",25,"1","0",1,NA,NA,"a","artistic","wealthy","wealthy","sexy","wealthy","sexy","moral","moral","moral","moral","sex","sex",4,5,6,5,4,5,4,5,4,5,5,3,4,5,4,5,3,5,4,5,6,7,6,9,10,4,6,9,8,7,6,1,0,0,2,3,4,0,2,4.42857142857143,4.71428571428571,4.57142857142857,4.57142857142857,8.11692646222899
900,"12/17/2022 23:12","pl",NA,1,"0",1,"1",26,"1","0",0,NA,NA,"b","sexy","sexy","sexy","kind","wealthy","sexy","moral","sex","moral","moral","sex","sex",2,4,4,6,0,1,5,3,5,6,5,3,4,1,2,5,6,3,5,0,5,8,7,9,6,6,7,7,9,8,6,0,0,1,4,1,3,0,3,4.71428571428571,3.28571428571429,2.71428571428571,3.57142857142857,8.84352468985878
901,"2/6/2023 20:30","en","game",1,"0",0,"1",39,"0","1",1,15,NA,"b","wealthy","artistic","wealthy","artistic","wealthy","sexy","pathogen","pathogen","sex","moral","moral","moral",4,4,6,4,4,5,3,4,4,4,6,3,3,4,5,3,4,5,3,2,5,6,5,8,6,10,6,7,10,6,10,2,0,0,1,3,3,2,1,3.42857142857143,4.71428571428571,4,4.04761904761905,8.0879543532414
902,"12/22/2022 17:58","en",NA,1,"0",2,"1",27,"1","0",0,NA,NA,"b","artistic","sexy","artistic","kind","sexy","artistic","moral","moral","sex","pathogen","moral","sex",2,0,2,6,1,0,1,0,6,6,4,6,6,1,6,5,0,4,5,6,5,6,7,9,7,7,8,8,10,6,6,3,0,1,2,0,3,1,2,4.42857142857143,4.14285714285714,1.71428571428571,3.42857142857143,9.28922038942118
903,"1/12/2023 23:22","pl",NA,1,"0",5,"0",20,"1","0",0,NA,NA,"b","sexy","wealthy","healthy","artistic","sexy","artistic","sex","pathogen","moral","moral","moral","moral",4,5,1,4,0,0,2,0,0,4,0,2,5,0,0,0,6,1,6,2,0,6,9,7,7,10,9,7,6,7,6,2,1,0,2,1,4,1,1,3.57142857142857,0.571428571428571,1.85714285714286,2,8.32102658429504
906,"12/17/2022 2:16","pl",NA,1,"0",2,"1",23,"1","0",0,NA,NA,"a","sexy","wealthy","sexy","healthy","healthy","wealthy","moral","pathogen","sex","sex","pathogen","sex",5,6,6,6,0,4,4,0,3,6,6,6,6,5,5,6,6,6,6,0,5,5,8,8,6,7,5,8,8,6,8,0,2,0,2,2,1,2,3,5.57142857142857,5,3.28571428571429,4.61904761904762,8.94871143123565
907,"2/24/2023 2:18","en","game",1,"0",0,"1",25,"1","0",0,NA,NA,"b","artistic","sexy","sexy","healthy","wealthy","sexy","moral","moral","sex","moral","moral","sex",0,1,4,4,0,3,0,2,3,3,2,3,1,3,3,1,3,5,0,2,4,5,7,7,7,6,6,7,7,7,8,1,1,0,3,1,4,0,2,1.28571428571429,3.57142857142857,1.85714285714286,2.23809523809524,9.09190367557432
911,"3/14/2023 2:37","en","game",1,"0",0,"1",51,"1","1",2,20,23,"a","sexy","wealthy","sexy","sexy","sexy","sexy","moral","sex","moral","pathogen","sex","sex",4,2,4,6,4,5,6,0,4,5,4,3,6,1,2,2,4,1,4,2,4,10,11,11,10,10,10,9,11,11,10,0,0,0,5,1,2,1,3,4.71428571428571,3.28571428571429,2.42857142857143,3.47619047619048,6.76468039246948
915,"12/17/2022 21:39","pl",NA,1,"0",0,"1",28,"1","0",0,NA,NA,"a","sexy","sexy","sexy","sexy","sexy","sexy","sex","moral","sex","sex","sex","moral",1,1,3,5,1,2,1,2,3,6,5,1,6,1,4,4,3,4,5,3,4,10,7,8,9,3,5,7,7,7,10,0,0,0,6,0,2,0,4,4,3,2.28571428571429,3.0952380952381,7.61780019703215
916,"2/24/2023 1:45","en",NA,1,"0",4,"0",19,"1","0",0,NA,NA,"b","artistic","wealthy","healthy","wealthy","artistic","artistic","sex","moral","sex","moral","pathogen","pathogen",2,0,6,6,0,4,1,0,0,6,1,6,6,1,6,1,0,2,5,0,6,1,11,11,11,10,4,11,11,11,11,3,1,0,0,2,2,2,2,3.85714285714286,4.28571428571429,0.285714285714286,2.80952380952381,6.03690076807139
919,"2/6/2023 23:43","en",NA,1,"0",2,"1",38,"0","1",1,8,NA,"b","artistic","artistic","kind","kind","healthy","healthy","moral","sex","pathogen","moral","sex","sex",5,5,6,6,0,6,5,3,5,6,6,6,6,6,6,5,6,6,6,3,6,7,6,9,6,5,6,7,7,6,6,2,2,2,0,0,2,1,3,5.57142857142857,5.85714285714286,4.14285714285714,5.19047619047619,8.64395540489477
920,"3/29/2023 16:11","en","game",1,"0",0,"1",35,"1","1",1,10,NA,"a","kind","artistic","artistic","healthy","sexy","wealthy","pathogen","pathogen","moral","sex","moral","pathogen",3,4,4,5,3,4,5,5,4,3,3,3,3,4,5,4,3,5,4,5,5,7,8,7,10,10,8,7,7,8,7,2,1,1,1,1,2,3,1,3.85714285714286,4.28571428571429,3.85714285714286,4,8.13411925023325
921,"3/29/2023 20:46","en",NA,1,"0",0,"1",25,"1","1",1,4,NA,"b","healthy","sexy","artistic","wealthy","artistic","wealthy","moral","moral","sex","moral","sex","pathogen",2,3,1,2,3,3,2,2,3,3,4,2,3,3,2,3,3,2,2,3,2,10,11,10,9,10,8,8,9,10,11,2,1,0,1,2,3,1,2,2.42857142857143,2.14285714285714,3,2.52380952380952,7.07697584442819
922,"1/7/2023 13:59","pl","KG0902",1,"0",1,"1",26,"1","0",0,NA,NA,"b","healthy","healthy","healthy","wealthy","artistic","artistic","sex","sex","sex","moral","sex","moral",2,6,4,2,4,5,2,0,0,6,0,5,1,1,4,4,5,1,0,6,6,6,8,5,5,7,6,8,8,7,8,2,3,0,0,1,2,0,4,2.42857142857143,3.57142857142857,3.14285714285714,3.04761904761905,8.30389515776375
926,"1/29/2023 23:40","pl","KG0902",1,"0",0,"1",24,"1","0",0,NA,NA,"a","healthy","artistic","artistic","sexy","artistic","artistic","pathogen","pathogen","moral","moral","pathogen","sex",6,5,6,6,3,5,3,3,4,6,4,5,4,3,5,4,5,6,3,2,4,11,5,8,8,9,7,8,7,9,6,4,1,0,1,0,2,3,1,4.57142857142857,5,3.57142857142857,4.38095238095238,7.56564983303895
928,"2/6/2023 23:30","en","game",1,"0",1,"1",51,"1","0",0,NA,NA,"b","artistic","wealthy","artistic","kind","healthy","kind","pathogen","sex","pathogen","pathogen","moral","moral",4,3,6,6,1,1,5,1,4,5,1,4,6,2,5,4,5,6,6,2,1,7,6,6,7,8,7,7,8,8,6,2,1,2,0,1,2,3,1,5.14285714285714,3.85714285714286,2.14285714285714,3.71428571428571,8.87215590644613
930,"2/23/2023 23:49","en",NA,1,"0",3,"0",25,"1","0",0,NA,NA,"b","artistic","artistic","wealthy","artistic","kind","wealthy","sex","sex","pathogen","pathogen","moral","pathogen",4,4,3,4,3,2,3,4,4,4,4,4,3,4,5,4,3,3,4,4,4,3,4,9,8,8,8,8,9,7,7,3,0,1,0,2,1,3,2,3.71428571428571,3.57142857142857,3.71428571428571,3.66666666666667,7.65469227641196
931,"2/6/2023 22:54","en",NA,1,"0",3,"1",21,"0","0",0,NA,NA,"b","artistic","kind","wealthy","healthy","artistic","artistic","pathogen","moral","sex","moral","sex","sex",5,4,6,6,0,4,2,0,1,5,3,6,1,0,4,5,6,5,4,1,4,8,6,5,6,5,7,6,7,6,6,3,1,1,0,1,2,1,3,4,4.28571428571429,2,3.42857142857143,8.18955267871285
934,"1/5/2023 15:45","pl","Kg902",1,"0",2,"1",23,"1","0",0,NA,NA,"b","healthy","wealthy","sexy","healthy","healthy","artistic","moral","pathogen","sex","sex","moral","moral",3,2,6,6,0,0,3,0,0,6,0,5,6,3,2,3,6,5,3,4,2,6,8,6,8,6,6,9,9,8,8,1,3,0,1,1,3,1,2,4.28571428571429,2.85714285714286,2.14285714285714,3.0952380952381,9.04261707640175
937,"2/6/2023 22:42","en",NA,1,"0",0,"1",51,"0","1",1,30,NA,"b","healthy","wealthy","wealthy","healthy","sexy","artistic","moral","sex","moral","moral","moral","pathogen",6,5,6,6,0,0,5,1,2,6,3,6,6,4,5,5,5,6,6,5,5,6,6,11,6,6,6,6,11,6,6,1,2,0,1,2,4,1,1,5.71428571428571,4.28571428571429,3.28571428571429,4.42857142857143,8.20612044346746
938,"2/6/2023 22:54","en",NA,1,"0",1,"1",22,"0","0",0,NA,NA,"b","wealthy","wealthy","kind","artistic","kind","kind","moral","moral","moral","moral","sex","sex",4,6,6,5,4,5,6,5,6,6,6,4,3,3,5,5,5,4,5,5,5,6,7,9,2,6,11,8,11,6,8,1,0,3,0,2,4,0,2,4.85714285714286,5,4.85714285714286,4.90476190476191,7.42027701332295
939,"2/7/2023 9:29","pl",NA,1,"0",3,"0",28,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","wealthy","sexy","healthy","pathogen","sex","moral","moral","moral","moral",0,2,3,5,0,2,1,0,4,5,1,0,5,1,3,2,4,5,5,2,6,7,6,8,8,7,7,9,6,6,8,1,1,0,2,2,4,1,1,3.28571428571429,3.28571428571429,1.42857142857143,2.66666666666667,9.32971387885585
940,"12/28/2022 8:44","pl","AB12",1,"0",0,"1",22,"1","0",0,NA,NA,"b","sexy","wealthy","sexy","healthy","sexy","artistic","moral","sex","moral","moral","sex","moral",3,4,6,6,1,2,2,0,3,6,5,6,0,0,6,4,4,6,5,0,3,4,8,7,6,5,6,6,7,6,7,1,1,0,3,1,4,0,2,3.71428571428571,4.57142857142857,2,3.42857142857143,8.36333651276312
941,"2/24/2023 1:45","en",NA,1,"0",4,"0",19,"0","0",0,NA,NA,"b","artistic","wealthy","healthy","wealthy","artistic","artistic","sex","moral","sex","moral","pathogen","pathogen",2,0,6,6,0,4,1,0,0,6,1,6,6,1,6,1,0,2,5,0,6,1,11,11,11,10,4,11,11,11,11,3,1,0,0,2,2,2,2,3.85714285714286,4.28571428571429,0.285714285714286,2.80952380952381,6.03690076807139
942,"2/6/2023 23:10","en","game",1,"0",0,"1",36,"1","0",0,NA,NA,"b","healthy","artistic","kind","healthy","wealthy","artistic","moral","sex","pathogen","pathogen","moral","moral",4,3,2,4,1,0,2,0,1,4,0,1,4,0,1,3,1,1,3,0,3,6,6,8,6,4,6,6,8,6,7,2,2,1,0,1,3,2,1,3.42857142857143,1.28571428571429,0.714285714285714,1.80952380952381,8.42321519894343
943,"2/23/2023 23:55","en","game",1,"0",0,"1",32,"1","1",1,7,NA,"b","kind","healthy","kind","sexy","wealthy","kind","moral","sex","sex","sex","sex","moral",4,4,1,3,2,4,0,5,2,4,1,1,4,3,4,2,3,1,5,4,2,11,11,10,9,8,11,11,9,7,5,0,1,3,1,1,2,0,4,3.14285714285714,2.14285714285714,3.14285714285714,2.80952380952381,7.11089740300695
944,"2/7/2023 0:13","en",NA,1,"0",0,"1",40,"1","0",0,NA,NA,"b","wealthy","wealthy","healthy","healthy","healthy","healthy","moral","sex","pathogen","sex","moral","moral",5,5,5,6,4,4,5,5,5,5,5,5,5,2,3,5,5,4,4,6,5,3,8,6,5,7,6,8,8,6,8,0,4,0,0,2,3,1,2,5,4.42857142857143,4.57142857142857,4.66666666666667,7.86631749790567
945,"1/5/2023 15:12","pl","KG0902",1,"0",6,"0",23,"0","0",0,NA,NA,"a","wealthy","healthy","sexy","kind","sexy","sexy","moral","pathogen","moral","pathogen","moral","moral",3,5,5,5,1,3,3,5,4,6,4,4,3,2,5,3,3,5,3,1,4,3,11,10,6,6,6,11,9,9,6,0,1,1,3,1,4,2,0,3.71428571428571,4.28571428571429,3,3.66666666666667,7.35281709678741
947,"3/29/2023 16:48","en","game",1,"0",0,"1",33,"1","1",1,6,NA,"b","sexy","wealthy","artistic","kind","kind","sexy","moral","sex","moral","moral","sex","sex",2,1,5,3,2,5,3,1,3,2,3,5,3,2,5,3,2,3,3,0,4,8,5,7,5,6,6,6,7,7,8,1,0,2,2,1,3,0,3,2.71428571428571,4.28571428571429,1.57142857142857,2.85714285714286,8.28582876868592
949,"2/6/2023 22:31","en","game",1,"0",0,"1",53,"0","1",1,27,NA,"b","artistic","artistic","artistic","healthy","healthy","kind","pathogen","pathogen","moral","pathogen","moral","moral",3,3,3,3,0,3,3,3,2,1,2,3,3,3,4,4,4,5,4,4,3,7,8,10,9,9,6,7,9,7,9,3,2,1,0,0,3,3,0,3,3.28571428571429,2.71428571428571,3,8.38872630646495
950,"1/24/2023 11:04","pl","AB12",1,"0",1,"1",19,"0","0",0,NA,NA,"a","artistic","healthy","healthy","healthy","wealthy","sexy","moral","pathogen","sex","moral","moral","moral",2,4,4,6,4,2,2,1,2,6,4,4,6,4,4,6,2,1,6,3,2,6,6,7,3,6,6,8,7,6,7,1,3,0,1,1,4,1,1,4.85714285714286,2.71428571428571,3.14285714285714,3.57142857142857,7.82735793753508
954,"2/7/2023 15:17","pl",NA,1,"0",3,"0",21,"1","0",0,NA,NA,"b","artistic","wealthy","artistic","healthy","artistic","artistic","moral","sex","pathogen","moral","moral","moral",5,2,2,5,4,2,1,0,2,6,3,4,5,0,4,5,5,4,6,4,2,7,6,7,3,5,6,6,7,5,6,4,1,0,0,1,4,1,1,4.71428571428571,2.85714285714286,2.57142857142857,3.38095238095238,7.72027396760561
956,"2/6/2023 23:15","en","game",1,"0",0,"1",34,"0","1",2,8,13,"b","wealthy","sexy","artistic","wealthy","wealthy","artistic","moral","sex","pathogen","pathogen","moral","moral",2,5,5,5,4,4,6,4,1,4,5,4,6,4,6,6,6,6,5,2,6,1,6,7,6,3,6,4,10,6,9,2,0,0,1,3,3,2,1,4.85714285714286,4.57142857142857,4.28571428571429,4.57142857142857,6.81710822177753
957,"1/5/2023 0:15","pl"," KG0902",1,"0",3,"1",21,"1","0",0,NA,NA,"b","artistic","wealthy","healthy","wealthy","healthy","kind","sex","moral","pathogen","moral","sex","sex",2,1,6,5,0,0,1,0,1,5,5,1,2,0,1,3,6,0,2,0,1,6,8,9,7,5,6,6,9,7,6,1,2,1,0,2,2,1,3,2.85714285714286,1.42857142857143,1.71428571428571,2,8.89037213196248
959,"12/17/2022 16:15","pl",NA,1,"0",0,"1",26,"0","0",0,NA,NA,"a","artistic","wealthy","sexy","kind","healthy","kind","moral","moral","moral","pathogen","sex","sex",6,6,3,6,0,2,4,2,6,6,3,1,6,6,5,5,6,5,6,3,6,1,7,6,6,5,1,8,7,7,7,1,1,2,1,1,3,1,2,5.57142857142857,4,3.71428571428571,4.42857142857143,7.167220634353
962,"12/29/2022 20:45","pl","AB12",1,"0",3,"1",26,"0","0",0,NA,NA,"b","artistic","wealthy","healthy","healthy","kind","artistic","moral","sex","sex","pathogen","sex","sex",4,0,2,6,0,4,2,0,2,6,2,2,2,0,2,4,6,3,5,0,1,7,6,8,8,7,6,8,6,7,7,2,2,1,0,1,1,1,4,4.14285714285714,2.28571428571429,1.14285714285714,2.52380952380952,9.32971387885585
964,"2/6/2023 21:22","en","game",1,"0",0,"1",25,"1","1",1,1,NA,"a","sexy","wealthy","sexy","artistic","sexy","healthy","sex","moral","pathogen","sex","pathogen","pathogen",2,3,4,3,2,2,3,4,4,3,4,3,2,2,3,4,3,2,2,3,3,6,8,9,8,10,8,9,10,9,10,1,1,0,3,1,1,3,2,2.71428571428571,3,3,2.9047619047619,8.38872630646495
966,"12/28/2022 6:53","pl","AB12",1,"0",0,"1",28,"1","0",0,NA,NA,"b","kind","sexy","sexy","healthy","sexy","sexy","moral","sex","moral","pathogen","sex","sex",3,6,4,6,6,6,0,3,6,0,6,4,4,6,1,6,6,5,5,0,6,1,11,11,5,6,7,9,11,11,8,0,1,1,4,0,2,1,3,3.42857142857143,4.57142857142857,4.71428571428571,4.23809523809524,6.4448829915298
